date,friends_count,followers_count,friends_except_followers_count,followers_except_friends_count,mutual_friends_count,inactive_count,ff_ratio,follow_to_me_rate,follow_from_me_rate,statuses_count,favourites_count,listed_count,create_friend_count,destroy_friend_count,create_follower_count,destroy_follower_count
2021/05/28,650,2728,20,2098,630,119,4.19692,0.969231,0.230938,1630,13223,39,0,0,2,1
2021/05/29,650,2725,20,2095,630,117,4.19231,0.969231,0.231193,1630,13218,39,0,0,1,4
2021/05/30,650,2727,20,2097,630,115,4.19538,0.969231,0.231023,1629,13168,39,0,0,4,2
2021/05/31,649,2727,20,2098,629,114,4.20185,0.969183,0.230656,1629,13164,39,0,1,4,4
2021/06/01,649,2727,20,2098,629,113,4.20185,0.969183,0.230656,1629,13163,39,0,0,5,5
2021/06/02,651,2734,20,2103,631,113,4.19969,0.969278,0.230797,1630,13159,41,2,0,13,6
2021/06/03,651,2743,20,2112,631,113,4.21352,0.969278,0.23004,1632,13154,41,0,0,10,1
2021/06/04,652,2744,20,2112,632,116,4.20859,0.969325,0.230321,1632,13151,40,1,0,3,2
2021/06/05,652,2747,20,2115,632,119,4.21319,0.969325,0.230069,1632,13146,40,0,0,7,4
2021/06/06,652,2753,20,2121,632,120,4.22239,0.969325,0.229568,1632,13143,41,0,0,6,0
2021/06/07,651,2746,20,2116,631,122,4.21813,0.969278,0.229789,1635,13154,41,0,1,1,7
2021/06/08,652,2746,20,2114,632,119,4.21166,0.969325,0.230153,1635,13152,41,1,0,4,5
2021/06/09,652,2744,20,2112,632,120,4.20859,0.969325,0.230321,1638,13153,41,0,0,4,6
2021/06/10,652,2740,20,2108,632,121,4.20245,0.969325,0.230657,1638,13151,41,0,0,0,4
2021/06/11,652,2741,20,2109,632,122,4.20399,0.969325,0.230573,1638,13146,41,0,0,1,0
2021/06/12,651,2736,20,2105,631,122,4.20276,0.969278,0.230629,1638,13144,41,0,1,0,5
2021/06/13,652,2733,20,2101,632,122,4.19172,0.969325,0.231248,1642,13140,41,1,0,2,5
2021/06/14,652,2733,20,2101,632,120,4.19172,0.969325,0.231248,1643,13141,41,0,0,2,2
2021/06/15,652,2734,20,2102,632,121,4.19325,0.969325,0.231163,1643,13141,41,0,0,2,1
2021/06/16,652,2734,20,2102,632,123,4.19325,0.969325,0.231163,1642,13132,41,0,0,2,2
2021/06/17,652,2733,20,2101,632,124,4.19172,0.969325,0.231248,1641,13101,41,0,0,2,3
2021/06/18,652,2749,20,2117,632,127,4.21626,0.969325,0.229902,1645,13127,41,0,0,17,1
2021/06/19,652,2759,20,2127,632,127,4.2316,0.969325,0.229069,1645,13126,41,0,0,13,3
2021/06/20,654,2781,20,2147,634,130,4.25229,0.969419,0.227976,1651,13186,41,2,0,23,1
2021/06/21,653,2856,20,2223,633,129,4.37366,0.969372,0.221639,1651,13187,44,0,1,80,5
2021/06/22,653,2884,20,2251,633,130,4.41654,0.969372,0.219487,1657,13232,44,1,1,35,7
2021/06/23,654,2895,20,2261,634,128,4.42661,0.969419,0.218998,1658,13220,44,1,0,16,5
2021/06/24,655,2898,20,2263,635,127,4.42443,0.969466,0.219117,1658,13221,44,1,0,4,1
2021/06/25,656,2912,20,2276,636,124,4.43902,0.969512,0.218407,1661,13230,44,1,0,17,3
2021/06/26,656,2919,20,2283,636,123,4.4497,0.969512,0.217883,1662,13235,44,0,0,9,2
2021/06/27,656,2920,20,2284,636,122,4.45122,0.969512,0.217808,1662,13236,44,0,0,3,2
2021/06/28,656,2920,20,2284,636,123,4.45122,0.969512,0.217808,1660,13225,44,0,0,3,3
2021/06/29,659,2956,20,2317,639,123,4.48558,0.969651,0.216171,1663,13265,46,3,0,40,4
2021/06/30,660,3088,20,2448,640,126,4.67879,0.969697,0.207254,1667,13292,48,1,0,138,6
2021/07/01,660,3093,21,2454,639,127,4.68636,0.968182,0.206596,1667,13287,49,0,0,10,5
2021/07/02,659,3095,21,2457,638,126,4.69651,0.968134,0.206139,1667,13287,49,0,1,5,3
2021/07/03,660,3106,21,2467,639,125,4.70606,0.968182,0.205731,1671,13304,49,1,0,13,2
2021/07/04,660,3108,22,2470,638,124,4.70909,0.966667,0.205277,1671,13305,49,0,0,6,4
2021/07/05,660,3108,22,2470,638,128,4.70909,0.966667,0.205277,1673,13315,50,0,0,6,6
2021/07/06,662,3108,23,2469,639,130,4.69486,0.965257,0.205598,1682,13378,51,3,1,4,4
2021/07/07,663,3110,23,2470,640,130,4.6908,0.965309,0.205788,1685,13377,51,1,0,5,3
2021/07/08,665,3105,23,2464,642,128,4.66917,0.965414,0.206763,1684,13370,51,2,0,3,7
2021/07/09,666,3103,24,2461,642,124,4.65916,0.963964,0.206897,1681,13365,51,1,0,1,4
2021/07/10,666,3123,24,2481,642,125,4.68919,0.963964,0.205572,1679,13387,52,0,0,27,7
2021/07/11,668,3127,24,2483,644,125,4.68114,0.964072,0.205948,1686,13412,52,2,0,8,4
2021/07/12,668,3133,24,2489,644,125,4.69012,0.964072,0.205554,1686,13409,51,0,0,8,2
2021/07/13,670,3152,24,2506,646,124,4.70448,0.964179,0.204949,1694,13448,52,3,1,26,7
2021/07/14,670,3169,24,2523,646,125,4.72985,0.964179,0.20385,1707,13495,52,0,0,20,3
2021/07/15,670,3179,24,2533,646,126,4.74478,0.964179,0.203209,1710,13505,51,0,0,11,1
2021/07/16,670,3186,24,2540,646,125,4.75522,0.964179,0.202762,1711,13506,51,0,0,8,1
2021/07/17,670,3180,24,2534,646,127,4.74627,0.964179,0.203145,1711,13508,51,0,0,0,6
2021/07/18,670,3181,24,2535,646,127,4.74776,0.964179,0.203081,1710,13503,51,0,0,3,2
2021/07/19,670,3178,24,2532,646,128,4.74328,0.964179,0.203272,1710,13495,51,0,0,1,4
2021/07/20,670,3188,24,2541,646,129,4.75821,0.964179,0.202635,1713,13519,51,0,0,11,2
2021/07/21,671,3186,24,2539,647,130,4.74814,0.964233,0.203076,1712,13518,51,1,0,2,3
2021/07/22,672,3201,24,2553,648,131,4.76339,0.964286,0.202437,1717,13532,51,1,0,18,3
2021/07/23,674,3214,24,2564,650,133,4.76855,0.964392,0.20224,1721,13540,52,2,0,15,2
2021/07/24,673,3210,24,2560,649,131,4.76969,0.964339,0.202181,1716,13529,52,0,1,2,7
2021/07/25,673,3210,24,2561,649,133,4.76969,0.964339,0.202181,1718,13521,53,0,0,2,1
2021/07/26,673,3216,24,2567,649,132,4.7786,0.964339,0.201803,1726,13538,53,0,0,13,7
2021/07/27,673,3319,24,2670,649,132,4.93165,0.964339,0.195541,1731,13550,53,0,0,107,4
2021/07/28,674,3324,24,2674,650,134,4.93175,0.964392,0.195548,1737,13573,53,1,0,9,4
2021/07/29,676,3321,25,2670,651,136,4.91272,0.963018,0.196025,1739,13573,53,2,0,6,9
2021/07/30,677,3323,24,2670,653,134,4.90842,0.964549,0.196509,1745,13597,53,1,0,9,7
2021/07/31,677,3326,24,2673,653,135,4.91285,0.964549,0.196332,1745,13590,54,0,0,6,3
2021/08/01,679,3326,25,2672,654,134,4.89838,0.963181,0.196633,1747,13590,54,2,0,3,3
2021/08/02,679,3325,24,2670,655,135,4.89691,0.964654,0.196992,1747,13588,55,0,0,4,5
2021/08/03,679,3322,24,2667,655,135,4.89249,0.964654,0.19717,1746,13587,54,0,0,3,6
2021/08/04,678,3320,24,2666,655,133,4.89676,0.966077,0.197289,1747,13578,55,0,0,3,4
2021/08/05,678,3375,24,2721,654,135,4.97788,0.964602,0.193778,1763,13667,56,0,1,61,7
2021/08/06,679,3473,24,2818,655,134,5.11487,0.964654,0.188598,1771,13686,56,1,0,105,7
2021/08/07,681,3494,25,2838,656,134,5.13069,0.963289,0.18775,1784,13758,56,2,0,27,6
2021/08/08,681,3499,25,2843,656,133,5.13803,0.963289,0.187482,1787,13761,56,0,0,8,3
2021/08/09,681,3492,25,2836,656,127,5.12775,0.963289,0.187858,1790,13773,55,1,1,4,11
2021/08/10,681,3503,25,2847,656,126,5.14391,0.963289,0.187268,1795,13806,54,1,1,16,5
2021/08/11,681,3510,25,2854,656,124,5.15418,0.963289,0.186895,1799,13838,54,0,0,16,9
2021/08/12,682,3520,25,2863,658,124,5.16129,0.964809,0.186932,1803,13852,54,2,0,15,4
2021/08/13,684,3521,26,2863,658,127,5.14766,0.961988,0.186879,1805,13886,54,1,0,5,5
2021/08/14,687,3530,27,2870,660,128,5.13828,0.960699,0.186969,1813,13921,55,3,0,13,4
2021/08/15,689,3549,27,2887,662,125,5.15094,0.960813,0.186531,1819,13989,54,2,0,28,9
2021/08/16,689,3563,27,2901,662,125,5.17126,0.960813,0.185798,1822,13991,54,0,0,19,5
2021/08/17,690,3560,27,2897,662,127,5.15942,0.95942,0.185955,1826,13992,54,1,1,5,9
